,Questions,answer_A,answer_B,answer_C,answer_D,Correct_answer
1506,"What does Luke Skywalker go to look at after Han Solo tells him he is heading back to the base?
",The Probe Droid,Meteorite,Stormtroopers,At-At Walker,Meteorite
1507,"What planet does Obi Wan tell Luke to go to while he is lying in the snow?
",Tattooine,Naboo,Coruscant,Dagobagh,Dagobagh
1508,"What do the Imperial soldiers want to destroy while in the AT-AT Walkers?
",The Rebel Base,The Shield Generator,The Millennium Falcon,The Hidden Bunker,The Shield Generator
1509,"What Imperial machines are launched into space at the beginning of Episode V?
",X-Wing Fighter,Probe Droid,Tie Intercepter,Tie Fighter,Probe Droid
1510,"What planet is Cloud City located on?
",Hoth,Bespin,Alderan,Corosaunt,Bespin
1511,"Which villain do Han, Leia, C-3P0, Chewbacca, and R2-D2 meet in Cloud City?
",Emperor Palpatine,Darth Maul,Darth Sidious,Darth Vader,Darth Vader
1512,"Which character is frozen in carbonite near the end of Episode V?
",Han Solo,Leia Organa,Chewbacca,Luke Skywalker,Han Solo
1513,"There is a major lightsaber battle in every Star Wars film. Where did the one in the film, The Empire Strikes Back take place?
",Hoth,Imperial Star Destroyer,Cloud City,Death Star,Cloud City
1514,"During their lightsaber duel, what does Darth Vader tell Luke Skywalker?
",He will kill him,Luke is his son,Leia was killed,The Rebellion is over,Luke is his son
1515,"In what year was the movie Next Friday released?
",2000,2002,1999,2001,2000
1516,"What was the name of Craigs love interest in the movie Next Friday?
",Karla,Pinky,Lisa,Dwana,Karla
1517,"Chris Tucker makes a cameo appearance in the film Next Friday.
",True,False,,,False
1518,"Is it true that in the movie Next Friday, Craig flees to live with Uncle Elroy because Deebo breaks out of prison?
",Yes,No,,,Yes
1519,"Which character from the movie Next Friday delivers the following line: Fat bitches need love too, Craig!?
",Roach,Joker,Uncle Elroy,Day Day,Day Day
1520,"Who does Craig say he plays for when asked if he plays sports by the mailman in Next Friday?
",Cracker Killers,Chimichanga Killers,Cucamunga Cracker-Killers,Cockaroach Killers,Cucamunga Cracker-Killers
1521,"In the movie Next Friday, Craig Jones compares someone to Left Eye from TLC.
",False,True,,,True
1522,"In Star Trek: Nemesis, Captain Picards clone was Romulan Praetor Shinzon.
",True,False,,,True
1523,"What rank does James T. Kirk hold in the second Star Trek feature film, Star Trek II: The Wrath of Khan (1982)?
",Vice Admiral,Captain,Admiral,Commodore,Admiral
1524,"In Star Trek: Insurrection, the Sona attempt to displace the Baku race from their homeworld, to take advantage of this special quality of the planet.
",Self-replenishing natural resources,Regenerative radiation,Quick human development,Unique Climate,Regenerative radiation
1525,"In the movie Bull Durham, Crash Davis (played by Kevin Costner) is added to the team to mentor Nuke. What jersey number is Crashs?
",8,3,18,13,8
1526,"When Crash first arrives at the managers office in the movie Bull Durham, he tells the pitching coach (played by Robert Wuhl), that they had met before when they both were playing. Crash tells him that he hit a homer off of him while Crash was hitting cleanup for what minor league team?
",Shreveport,El Paso,Austin,Jackson,Shreveport
1527,"The classic comedy baseball movie Bull Durham includes the infamous shower room tirade by the Bulls skipper in which he calls the players lollygaggers.  He announces the teams poor overall record at the time. What was the Bulls record?
",16-24,8-16,0-8,4-12,8-16
1528,"On one of the Durham Bulls bus rides, Crash describes life in the Show. How long did Crash say he was in the Show?
",10 days,A week,21 days,30 days,21 days
1529,"When Crash asks Annie (Susan Sarandon) if she has a job in the movie Bull Durham, she said she teaches part time at a local junior college. What subjects does she say she teaches?
",American Literature  Poetry,Creative Writing  Philosophy,American  British Literature,English 101  Beginning Composition,English 101  Beginning Composition
1530,"In the managers office after Nukes professional debut, the manager and pitching coach said Nuke set a new league record for strikeouts (and walks, among other things) in a game. How many strikeouts did Nuke have to set the record in the movie Bull Durham?
",19,17,18,20,18
1531,"Before being informed  that he was being released from his contract in the movie Bull Durham, Bobby (played by David Neidorf) talks about his hitting slump and colorfully describes that he 0 for his last how many at bats without getting a hit?
",12,24,16,20,16
1532,"After Crash is released from his contract in the movie Bull Durham, he starts weighing his options. Skipper tells him that he thinks Crash would make a fine manager and tells him that there might be an opening at what other minor league team?
",Hickory,Modesto,Columbus,Visalia,Visalia
1533,"In the hit movie Bull Durham, Crash Davis eventually broke the minor league record for most career home runs; however, he was released from the Durham Bulls before breaking it. What team did he hit the record breaking homer for to end his career?
",Carolina Mudcats,Winston-Salem Generals,Asheville Tourists,Hickory Crawdads,Asheville Tourists
1534,"In the opening scene of the movie Red Dawn, the high school history teacher was giving what lesson?
",on the Persians,on the Greeks,on the Mongols,on the Huns,on the Mongols
1535,"In the film Red Dawn, during his lesson, the teacher said that the armies would form a semi-circle around their enemies, about the size of what U.S. state?
",Rhode Island,Delaware,Vermont,New Hampshire,Rhode Island
1536,"The movie Red Dawn is set in the city of Calumet, which is located in what U.S. state?
",Wyoming,Utah,Montana,Colorado,Colorado
1537,"When Jed from the movie Red Dawn drops off his brother Matty and his friend at school on the fateful morning, the football scoreboard shows they lost the previous nights game. What was the nickname of the team the Wolverines played?
",Wildcats,Cougars,Grizzlies,Warriors,Grizzlies
1538,"In the 1984 movie Red Dawn, Colonel Bella, the commander of the invading forces in Calumet, was an officer in what nations invading army?
",Soviet Union,Cuba,Mexico,Nicaragua,Cuba
1539,"During a scene of the movie Red Dawn, the Wolverines come across a downed American Air Force pilot. What type of aircraft does he say he flies?
",F-16,Stealth,F-14,F-15,F-15
1540,"In the movie Red Dawn, when the pilot briefs the Wolverines on the current state of the war, he tells them that in the east they stopped at what geographical landmark?
",The Ohio River,The Missouri River,The Mississippi River,The Colorado River,The Mississippi River
1541,"What place of business was turned into a prison camp for residents of Calumet in the film Red Dawn?
",Municipal Parking Lot,City Park,Drive In Theater,Football Stadium,Drive In Theater
1542,"How many of the Wolverines actually live through the end of the movie Red dawn?
",3,0,2,1,2
1543,"What is the submarine guiding system, featured in the film For Your Eyes Only?
",AVAS,ALAP,AZAG,ATAC,ATAC
1544,"This Soviet agent is the villain in the movie For Your Eyes Only.
",Borislav  Vadic,Aristotle Kristatos,Joao Pereira,Laszlo Falkenstein,Aristotle Kristatos
1545,"This character from the movie For Your Eyes Only, whose parents were killed by a pilot working for the villain, is James Bonds female ally.
",Christiane  Uhlenbeck,Nora  Dobbs,Melina Havelock,Aphrodite Themistoclou,Melina Havelock
1546,"Who is the villains henchman in For Your Eyes Only, who brings a suitcase full of money at the swimming pool?
",Teofilo  Diaz,Emile Locque,Giuseppe  Pugliese,Joshua  Menasse,Emile Locque
1547,"What is the villains nickname in the 1981 movie For  Your Eyes Only?
",The Wolf,The Bear,The Dove,The  Owl,The Dove
1548,"Who is the ice-skating girl in the movie For Your Eyes Only, who has a crush on James Bond?
",Mimi Dahl,Kiki Dahl,Fifi Dahl,Bibi Dahl,Bibi Dahl
1549,"What does James Bond do with the submarine device at the end of the film For Your Eyes Only?
",He sends it to London in the diplomatic luggage.,He throws it  away and lets it crush on the rocks.,He hands it over to the Soviet General,He hides it inside the Greek monastery.,He throws it  away and lets it crush on the rocks.
1550,"Who coaches the ice-skating girl who switches sides at the end of For Your Eyes Only?
",Jacoba Brink,Solveig Marklund,Georgette  Cousineau,Ekaterina Pulyanin,Jacoba Brink
1551,"Who sings the title song in the movie For Your Eyes Only?
",Kim Carnes,Deborah Harry,Hazel O Connor,Sheena Easton,Sheena Easton
1552,"In the movie For Your Eyes Only, the so-called countess Lisl von Schlaf, comes from which city?
",Dublin,Manchester,Glasgow,Swansea,Manchester
1553,"The clothes that Ice Cube wears in the first scene of the movie Friday are exactly the same as the ones that his character wore in the final scene of Boyz N The Hood.
",True,False,,,True
1554,"How much does Smokey owe to Big Worm in the movie Friday?
",$200,$225,$150,$100,$200
1555,"Who plays Big Worm in the film Friday?
",J. Hart,Bizarre,Terrence Howard,Faizon Love,Faizon Love
1556,"What movie is Friday character Mr. Jones watching when he asks Craig to bring him some water?
",All Dogs Go to Heaven,Mr. Post Man,Mans Best Friend,Help Me Please!,Mans Best Friend
1557,"What does Smokeys license plate say in the movie Friday?
",Weed,Friday,PUF GIVE,FCK IT,FCK IT
1558,"Keep Their Heads Ringin is playing on the car radio when Smokey and Craig drive to the store in the film Friday.
",False,True,,,True
1559,"What is Mr. Jones eating in the movie Friday when he catches Craig in the refrigerator?
",Pig Feet,A Hot Dog,Nothing,Grapes,Grapes
1560,"What is the name of Smokeys Mexican friend in the film Friday?
",Jesus,Mario,Hector,Pierre,Hector
1561,"Which actor was not among the nominees for best actor in a supporting role at the 76th Academy Awards?
",Benicio Del Torro,Tim Robbins,Sean Penn,Alec Baldwin,Sean Penn
1562,"At the 77th Academy Awards, The Incredibles lost the award for best animated feature to Shrek 2 .
",True,False,,,False
1563,"Who won the award for best actor in a leading role at the 78th Academy Awards?
",George Clooney,Philip Seymour Hoffman,Joaquin Phoenix,Terrence Howard,Philip Seymour Hoffman
1564,"Who hosted the 79th Academy Awards?
",Whoopi Goldberg,Billy Crystal,David Letterman,Ellen Degeneres,Ellen Degeneres
1565,"Who won the award for best actress in a leading role at the 75th Academy Awards?
",Julia Roberts,Halle Berry,Nicole Kidman,Diane Lane,Nicole Kidman
1566,"What brand of tires were on the DeLorean in the movie Back to the Future?
",Dunlop,Michelin,Goodyear,Bridgestone,Goodyear
1567,"At the beginning of the movie Back to the Future, while riding on his skateboard, Marty grabs hold of which vehicle first?
",taxi cab,jeep wrangler,police car,pick-up truck,pick-up truck
1568,"Huey Lewis made a cameo appearance in the movie Back to the Future.
",True,False,,,True
1569,"In the movie Back to the Future, Marty told Lorraines mother that he was in this branch of the military.
",Army,Navy,Coast Guard,Marines,Coast Guard
1570,"How much per gallon was gasoline in 1955, as seen in the movie Back to the Future?
",22垄,15.5垄,29垄,19.5垄,19.5垄
1571,"As explained in Back to the Future, what was Doc allergic to?
",synthetic material,pine tree needles,certain animals,dairy products,synthetic material
1572,"In the movie Back to the Future, Lous Cafe (from 1955) turns out to be an aerobics center in 1985.
",True,False,,,True
1573,"Finish the line from Back to the Future character Doc: I remember when this was all farmland as far as the eye could see. Old man Peabody owned all of this. He had this crazy idea about __ __ __.
",breeding pine trees,uprooting pine trees,enlarging pine trees,mutating pine trees,breeding pine trees
1574,"In the Disney/Pixar film The Incredibles, Buddys computer password is Cronos.
",True,False,,,False
1575,"What is the first name of the boy on whom Violet has a crush in the film The Incredibles?
",Craig,Rodney,Tony,Roger,Tony
1576,"What is the first name of Jack-Jacks babysitter in the Academy Award-winning film The Incredibles?
",Kari,Karla,Kathy,Karen,Kari
1577,"What is the first name of Dashs teacher in The Incredibles?
",Bernie,Barney,Buzz,Bert,Bernie
1578,"This 1939 movie was the last American-made movie shown in Nazi-occupied France.
",Mr. Smith Goes to Washington,The Wizard of Oz,Gone With the Wind,King Kong,Mr. Smith Goes to Washington
1579,"The great 1939 movie Juarez was the story of the rise of Democracy in Mexico and the overthrow of the Maximillan rule. Who played Juarez in the movie?
",Paul Muni,John Garfield,Donald Crisp,Brian Aherne,Paul Muni
