,Questions,answer_A,answer_B,answer_C,answer_D,Correct_answer
959,"How did Fred Astaire break his wrist when he was seventy-eight?
",He fell from a bicycle.,He slipped by the swimming pool.,He fell from his grandsons skateboard.,He lost balance while doing a headstand.,He fell from his grandsons skateboard.
960,"What peculiar clause does Fred Astaires will contain?
",All his money and possessions should go to charity.,He should never be portrayed in films.,His favorite horse should be buried with him.,His daughter should never get married if she wants to inherit his fortune.,He should never be portrayed in films.
961,"What animal costume did young Fred Astaire wear at his first ever stage performance?
",Ant costume,Frog costume,Lobster costume,Bear costume,Lobster costume
962,"What award did Fred Astaire receive from his long-time professional partner Ginger Rogers in 1950?
",Nobel Prize,Emmy Award,Grammy Lifetime Achievement Award,Academy Award,Academy Award
963,"What legendary actress starred alongside Fred Astaire in the 1957 musical movie Funny Face?
",Audrey Hepburn,Grace Kelly,Marilyn Monroe,Ginger Rogers,Audrey Hepburn
964,"What is Kirk Douglas birth name?
",David Mois,Dmitri Sanglel,Izzy Demsky,Issur Danielovitch,Issur Danielovitch
965,"What job did Kirk Douglas have before he turned to acting?
",Wrestler,All of these,Newspaper boy,Gardener,Newspaper boy
966,"In which war did Kirk Douglas participate after he joined the U.S. Navy?
",World War II,Vietnam War,All of these,Korean War,World War II
967,"How many children did Kirk Douglas father?
",Four,One,Two,Seven,Four
968,"What famous painter did Kirk Douglas portray in the 1956 movie Lust for Life?
",Rembrandt,Vincent Van Gogh,Paul Gauguin,Pablo Picasso,Vincent Van Gogh
969,"What expression did Kirk Douglas use to describe the majority of characters he has played in movies?
",Nasty bastards,None of these,Slimy thugs,Sons of bitches,Sons of bitches
970,"In what movie did Kirk Douglas portray manipulative film producer Jonathan Shields?
",The Bad and the Beautiful,For Love or Money,Is Paris Burning,Man Without a Star,The Bad and the Beautiful
971,"Which popular Jules Verne character did Kirk Douglas portray in the 1954 movie 20,000 Leagues Under the Sea?
",Conseil,Professor Pierre Arounax,Ned Land,Professor Pierre Arounax,Ned Land
972,"What accident did Kirk Douglas survive in 1991?
",Plane crash,Shipwreck,Car crash,Helicopter crash,Helicopter crash
973,"What character did Kirk Douglas portray in the 1949 movie Champion that brought him his first Oscar nomination?
",Baseball player,Sprinter,Boxer,Horse rider,Boxer
974,"Actor and director George Clooney was born on May 6, 1961 in this US state.
",Ohio,Delaware,Kentucky,Kansas,Kentucky
975,"What medical condition did George Clooney develop when he was a student?
",Dyslexia,All of these,Insomnia,Bells palsy,Bells palsy
976,"George Clooney tried to play this sport professionally when he was younger.
",Tennis,Rugby,Baseball,Football,Baseball
977,"Actor and director George Clooney planned to start a career in this field when he was a student.
",Medicine,Law,Psychology,Computer technology,Law
978,"What job did George Clooney have before he started his film career?
",Battery tester,Veterinary assistant,Underwear salesman,Tree planter,Underwear salesman
979,"What was the name of George Clooneys character on NBCs medical drama ER?
",Dr. Peter Benton,Dr. Mark Greene,Dr. John Carter,Dr. Douglas Ross,Dr. Douglas Ross
980,"What was the movie for which George Clooney received his first Academy Award?
","Good Night, and Good Luck",Oceans Thirteen,Michael Clayton,Syriana,Syriana
981,"In what kind of accident was George Clooney injured on September 21, 2007?
",He was attacked by a crocodile.,He slipped in the bathroom.,Hunting accident,Motorcycle crash,Motorcycle crash
982,"George Clooney had this large animal as a pet between 1987 and 2006.
",Panda,Pig,Llama,Tiger,Pig
983,"Which of these movies was directed by George Clooney?
",All of these,Confessions of a Dangerous Mind,One Fine Day,The Perfect Storm,Confessions of a Dangerous Mind
984,"What magazine rated actor Patrick Swayze The Sexiest Man Alive in 1991?
",Rolling Stone,Elle,Vogue,People,People
985,"What member of Patrick Swayzes family was a dancer, choreographer and dance instructor?
",His father,His mother,His eldest sister,His eldest brother,His mother
986,"What does Jennifer Greys character, Baby, bring to the party in the 1987 movie Dirty Dancing, also starring Patrick Swayze?
",A pumpkin pie,A whole roasted duck,A basket of homemade cookies,A watermelon,A watermelon
987,"In what 1979 movie did Patrick Swayze make his debut appearance?
",Red Dawn,Uncommon Valor,The Outsiders,"Skatetown, U.S.A.","Skatetown, U.S.A."
988,"For his performance in what movie did Patrick Swayze receive his first Golden Globe Award nomination for Best Actor?
",Dirty Dancing,"To Wong Foo, Thanks for Everything! Julie Newmar",Ghost,Next of Kin,Dirty Dancing
989,"What is the meaning of the slang phrase Im Swayze, popular in hip-hop culture and referring to Patrick Swayzes role in Ghost?
",Im leaving,Im dead tired,Im a great lover,Im here even when youre unaware,Im leaving
990,"What animals did actor Patrick Swayze breed in his ranches in California and New Mexico?
",Parrots,Arabian horses,Golden Retrievers,Penguins,Arabian horses
991,"What is the name of the actress whom Patrick Swayze married in June 12, 1975?
",Paula Abdul,Jennifer Grey,Jennifer Milmore,Lisa Niemi,Lisa Niemi
992,"For what 1991 movie was actor Patrick Swayze nominated for the MTV Movie Award for Most Desirable Male?
","To Wong Foo, Thanks for Everything! Julie Newmar",City of Joy,Point Break,Ghost,Point Break
993,"What was the last movie that actor Patrick Swayze appeared in before his death?
",Christmas in Wonderland,Keeping Mum,Powder Blue,Jump!,Powder Blue
994,"Where was Milla Jovovich born?
",Russia,"Kiev, USSR","Los Angeles, CA","London, UK","Kiev, USSR"
995,"What year was Milla Jovovich born?
",1975,1977,1974,1973,1975
996,"In 1994 Milla Jovovich released a musical album.
",False,True,,,True
997,"What is the name of Milla Jovovichs mother?
",Natasha Loginova,Galina Jovovich,Bogdana Jovovich,Milica Loginova,Galina Jovovich
998,"In which movie did Milla Jovovich make her film debut?
",Two Moon Junction,Ultraviolet,The Fifth Element,Resident Evil,Two Moon Junction
999,"Milla Jovovich has been on the cover of more than one hundred magazines worldwide.
",True,False,,,True
1000,"Milla Jovovich went to high school with which of the following?
",Angelina Jolie,Reese Witherspoon,Christina Applegate,Christina Aguilera,Christina Applegate
1001,"In 2003 Milla Jovovich got engaged to this director.
",Zalman King,Steven Spielberg,Paul W.S. Anderson,Luc Besson,Paul W.S. Anderson
1002,"When did Louis Prima live?
",1909-1969,1910- 1978,1923-1999,1914-1992,1910- 1978
1003,"Which was  Louis Primas  first instrument ?
",accordion,violin,trombone,trumpet,violin
1004,"What was Louis Primas nickname?
",The Master of  Swing,The King of Swing,The Swingman,The King of Swingers,The King of Swingers
1005,"With which singer was Louis Prima  most closely  aligned ?
",Peggy Lee,Adela Hunter,Doris Day,Keely Smith,Keely Smith
1006,"The band usually backed up Louis Prima for most of his career.
",Sam Butera and the Witnesses,The New Orleans Swingers,The Band of Renown,The Dixie Five,Sam Butera and the Witnesses
1007,"Both David Lee Roth and  Brian Setzer had hits with remakes of this song popularized by Louis Prima.
",Just A Gigolo,Angelina,Bona Sera Signorina,Jump Jive and Then You Wail,Just A Gigolo
1008,"Which of these was not a Louis Prima  song ?
",Robin Hood,Josephina No Leana on the Bell,"Day In, Day Out",Bacciagaloop (Makes  Love on the Stoop.),"Day In, Day Out"
1009,"Ella Fitzgerald, Etta James, Jo Stafford, The Harptones, and Christina Aquilera all had  big hits with this Louis Prima  written song.
",Felicia No Capicia,A Sunday Kind of Love,Oh Marie,Bell Bottom Trousers,A Sunday Kind of Love
1010,"Louis Prima was one of the top performers in Las Vegas for many years. How was his show publicized?
",The Swingingest Show in Vegas,Oh Baby!,The Wildest Show in Vegas,The New Orleans King and the band of Renown,The Wildest Show in Vegas
1011,"Disney  used Louis Primas voice  for a character in this  movie.
",Song of the South,The Jungle Book,Shrek,Pinnochio,The Jungle Book
1012,"Which was not a Louis Prima number ?
","Civilization (Bongo, Bongo, Bongo)",The Mouse That Roared,Bell Bottom Trousers,Banana Split for My Baby,The Mouse That Roared
1013,"Justin Timberlakes What Goes Around.....Comes Around! video featured which of the following actresses?
",Liv Tyler,None of these,Scarlett Johansson,Alicia Silverstone,Scarlett Johansson
1014,"What is the name of the record label that Justin Timberlake started in 2007?
",Tennman Records,Tennman Productions,J.T. Productions,Timberland Records,Tennman Records
1015,"Justin Timberlake started a fashion label called William Rast.
",True,False,,,True
1016,"Who joined Justin Timberlake on his Justified/Stripped Tour in 2003?
",Nelly Furtado,Britney Spears,Scarlett Johansson,Christina Aguilera,Christina Aguilera
1017,"Which of the following movies does not star Justin Timberlake?
",Shrek the Third,Black Snake Moan,Cabin Fever,Alpha Dog,Cabin Fever
1018,"At which of the follwing events did Justin Timberlake make a special guest performance in 2006?
",Calvin Klein Fashion show,Tommy Hilfiger Fashion Show,None of these,Victorias Secret Fashion Show,Victorias Secret Fashion Show
1019,"Audrey Hepburn stated that this was the most traumatic moment of her life.
",Her father leaving the family,Her mothers death,All of these,Losing her baby,Her father leaving the family
1020,"What did Audrey Hepburn study at school along with the standard school curriculum?
",Violin,Acting,Pottery,Ballet,Ballet
1021,"What disorder did Audrey Hepburn develop as a result of malnutrition during the German occupation of the Netherlands?
",All of these,Edema,Respiratory problems,Acute anemia,All of these
1022,"How did Audrey Hepburn like to kill time when she was a child?
",By drawing,By knitting,By writing,By cooking,By drawing
1023,"Audrey Hepburn became a goodwill ambassador to this organization after filming her last movie.
",Greenpeace,UNICEF,The Red Cross,UNESCO,UNICEF
1024,"What unusual animal named Pippin did Audrey Hepburn have for a pet?
",Koala,Iguana,Squirrel,Fawn,Fawn
1025,"What song did Audrey Hepburn sing to President John F. Kennedy in 1963?
","Marry Christmas, Mr. President","Happy Birthday, Dear Jack",Amazing Grace,Singin in the Rain,"Happy Birthday, Dear Jack"
1026,"What poem by Sam Levenson did Audrey Hepburn like to recite to her sons?
",Time Will Not Erase,Eternal Beauty,Time Tested Beauty Tips,You Are A True Beauty,Time Tested Beauty Tips
1027,"For her performance in what movie did Audrey Hepburn receive her first Academy Award?
",Sabrina,Breakfast at Tiffanys,Roman Holiday,Wait Until Dark,Roman Holiday
1028,"What actress portrayed Audrey Hepburn in the TV film The Audrey Hepburn Story from 2000?
",Sandra Bullock,Jennifer Love Hewitt,Courtney Cox,Hilary Duff,Jennifer Love Hewitt
1029,"The portrayal of what movie character earned Angelina Jolie her first Academy Award?
",Gia Marie Carangi,Christine Collins,Jane Smith,Lisa Rowe,Lisa Rowe
1030,"What was the nickname of character Sara Wayland, played by Angelina Jolie in the 2000 action movie Gone in 60 Seconds?
",Twist,Sway,Memphis,Radar,Sway
1031,"What animal character did Angelina Jolie voice in the 2008 animated movie Kung Fu Panda?
",Tigress,Panda,Viper,Goose,Tigress
1032,"What did Angelina Jolie have to learn to do for her role in the 2008 drama movie Changeling?
",Roller skate in high heels,Knit,All of these,Play the piano,Roller skate in high heels
1033,"How long have Mr. and Mrs. Smith been married according to their own words in the 2005 movie Mr.  Mrs. Smith, starring Brad Pitt and Angelina Jolie?
",An eternity,Five or six years,Longer than one would imagine,Less than two years,Five or six years
1034,"What is Angelina Jolies character Lara Croft looking for in the 2003 action movie Lara Croft Tomb Raider: The Cradle of Life?
",Pandoras Box,The Dead Mans Chest,The Fountain of Youth,The Holy Grail,Pandoras Box
1035,"What is the name of Angelina Jolies character in the 2008 action movie Wanted?
",Cross,The Butcher,Sloan,Fox,Fox
1036,"What type of sea creature did Angelina Jolie voice in the 2004 animated movie Shark Tale?
",Shark,Lion fish,Clown fish,Jellyfish,Lion fish
1037,"How does Angelina Jolies character Gia Carangi die in the 1998 film Gia?
",In a car crash,From AIDS,From a drug overdose,She is murdered.,From AIDS
1038,"What was the name of the French journalist portrayed by Angelina Jolie in the 2007 movie A Mighty Heart?
",Josephine Pearl,Mariane Pearl,Natalie Pearl,Amelie Pearl,Mariane Pearl
